"id"	"treatmentID"	"Pyruvic acid"	"L-Alanine"	"L-Lactic acid"	"2-Ketobutyric acid"	"Acetoacetic acid"	"3-Hydroxybutyric acid"	"L-Serine"	"Glyceric acid"	"Uracil"	"L-Proline"	"Maleic acid"	"Fumaric acid"	"Alpha-ketoisovaleric acid"	"Succinic acid"	"L-Homoserine"	"L-Cysteine"	"Nicotinic acid"	"Taurine"	"Pyroglutamic acid"	"Pipecolic acid"	"Citraconic acid"	"Ketoleucine"	"Hydroxyproline"	"L-Asparagine"	"Ornithine"	"L-Malic acid"	"Homocysteine"	"2-Aminobenzoic acid"	"Acetylphosphate"	"Oxoglutaric acid"	"L-Glutamine"	"L-Lysine"	"2-Oxo-4-methylthiobutanoic acid"	"L-Methionine"	"D-Ribose"	"Xanthine"	"p-Hydroxyphenylacetic acid"	"2,3-Dihydroxybenzoic acid"	"L-Histidine"	"Indole-3-carboxylic acid"	"Phenylpyruvic acid"	"L-Phenylalanine"	"Phenyllactic acid"	"Quinolinic acid"	"Phosphoenolpyruvic acid"	"Uric acid"	"Dihydroxyacetone phosphate"	"Glyceraldehyde 3-phosphate"	"Glycerol 3-phosphate"	"cis-Aconitic acid"	"N-Acetylornithine"	"L-Arginine"	"N-Acetyl-L-aspartic acid"	"Citrulline"	"Ascorbic acid"	"Ureidosuccinic acid"	"Allantoic acid"	"2-Isopropylmalic acid"	"Gluconolactone"	"4-Hydroxyphenylpyruvic acid"	"D-Glucose"	"4-Pyridoxic acid"	"DL-O-Phosphoserine"	"3-Phosphoglyceric acid"	"N-Alpha-acetyllysine"	"Kynurenic acid"	"N-Acetylglutamic acid"	"Isocitrate"	"2-Keto-L-gluconate"	"D-Erythrose 4-phosphate"	"L-Tryptophan"	"Xanthurenic acid"	"Glucaric acid"	"Deoxyribose 1-phosphate"	"Pantothenic acid"	"L-Cystathionine"	"Deoxyuridine"	"D-Ribulose 5-phosphate"	"D-Ribose 5-phosphate"	"Uridine"	"Glucosamine 6-phosphate"	"D-Glucose 1,6-bisphosphate"	"Fructose 6-phosphate"	"Inosine"	"6-Phosphogluconic acid"	"Pantetheine"	"Xanthosine"	"5'-Methylthioadenosine"	"D-4'-Phosphopantothenate"	"dCMP"	"Glutathione"	"5-Thymidylic acid"	"Cytidine monophosphate"	"Uridine 5'-monophosphate"	"Cyclic AMP"	"Deoxyadenosine monophosphate"	"Fructose 1,6-bisphosphate"	"Sucrose"	"Adenosine monophosphate"	"Inosinic acid"	"Guanosine monophosphate"	"Xanthosine 5'-phosphate"	"Sedoheptulose 1,7-bisphosphate"	"Riboflavin"	"S-Adenosylhomocysteine"	"CDP"	"Uridine 5'-diphosphate"	"Trehalose 6-phosphate"	"ADP"	"Guanosine diphosphate"	"CDP-Ethanolamine"	"Flavin Mononucleotide"	"5-Methyltetrahydrofolic acid"	"Uridine triphosphate"	"Citicoline"	"Uridine diphosphate glucose"	"Uridine diphosphate glucuronic acid"	"ADP-glucose"	"Uridine diphosphate-N-acetylglucosamine"	"Glutathione disulfide"	"FAD"
"15-02-M18_tumor"	"EX_AL"	-0.800333616815104	-0.767342157544169	0.131364971412701	-0.0648949994241101	-0.594991363581554	-0.195545439601676	-0.14821732447778	-1.08027591321573	-1.2883329292018	0.761203206910405	1.15157370508319	1.4090804947074	0.812987257862312	-0.205126018641376	-1.07297372285714	-1.1196453392733	2.67630667692628	0.684218114590843	-0.660935416605058	-1.33959727067898	0.13363622308862	0.292975700373597	0.0564616185237542	0.429350949888711	2.49972619592456	1.47108757493243	-0.973822465659733	0.156979627753225	-0.521306307445836	-2.34524729618195	-2.33711011813712	0.0191627117457481	-0.0860212484598343	1.17086420812159	-2.07882394447069	2.18382348583941	-0.233254672232899	-0.296029309300727	0.762061816567802	-1.73894331651571	-1.52742471997775	1.15698508925455	-0.394228098547906	-0.763465421542464	-1.03325639072586	-2.94062334877192	3.57061804004881	0.949687518986248	0.98872500446856	-1.76256111606218	-1.46698012368494	-0.749280141950276	-1.02039241885518	-2.81231480370379	-1.56921213646716	-0.0578267402401417	-1.87449550270484	-0.291085830580251	-1.13207672285058	-2.0450408254909	-2.27272900182492	-1.3468394637007	1.22522448495957	0.72159446204308	-1.00095086254823	-2.07651224281857	-1.23326943933979	0.194660779239557	-0.870890551164412	0.620451544511005	-0.402158860566133	-2.55345576227847	-2.23325358988765	1.56583916066475	0.388219608080057	-0.511177513997525	0.188737639430797	2.51452453928647	1.80985882097828	-0.492345341938919	3.60085350227551	2.8440250035753	2.78605932387716	-0.712405240001775	0.497774122906871	1.73762809022808	0.808827065797804	-3.02765747920001	1.30366004782595	1.72366307792969	2.7027799624268	-1.00340639033706	-0.0734562694034394	-2.16273518349144	-1.2497019880582	0.197985517624039	2.53531889130671	-2.04725045621364	-1.80633908566877	-2.95925976436279	0.602715119663311	-3.41799575693341	3.11424206254177	0.31435374981479	0.0772200598021524	0.510559243113466	-3.26657043885972	-2.57587868016491	-1.30476836568843	-2.61324338045416	2.2902855952394	-0.131850844783103	-3.60626120435607	-1.48460101395228	0.305463045846627	2.45710149391463	2.26732702965315	0.6062813635938	1.33071536263437	2.37237825194578	0.501815398965129
"15-02-M16_tumor"	"EX_AL"	-2.6950372832638	0.440278201295888	0.131364971412701	-2.44493988241226	-1.88723306870852	-1.01186178010594	-0.409750950647439	-1.43983992449143	-1.36027747134916	0.424485308579114	2.20684208057171	1.57659184665927	-2.08317587972781	-0.82299330999047	-0.557025169793426	1.7170249101134	0.37766576347702	0.684218114590843	-0.277122399856979	-0.408423552908924	-1.02210723519621	-1.37826110405705	0.553505702987694	0.319689491908607	1.15646602804046	1.47108757493243	-0.735045914634695	-1.997743944308	0.920367471178203	-2.53529232456018	-1.54699795478979	0.398624819030235	-1.80559480300041	0.610362158882681	-2.69297190393325	2.18382348583941	-0.67714256153671	-0.643573453668469	1.45726509084663	-2.05840732776725	-2.08670916924078	1.94039476786496	-1.23238754947635	-2.46251854710171	0.0251647706813689	-4.07887257729994	0.856959127367054	-2.4733172970947	1.76005630468012	-0.931981657005232	-2.12296615570405	-0.468304519146651	0.917709092192296	-1.8994331113952	3.79880285056933	2.62152586005313	-0.948865154196248	-1.60630909794182	0.145070611759641	-2.62299916618333	-2.27272900182492	-1.8390145893785	-2.63260451272117	1.733450641296	-0.368952247281223	-2.34032544764977	-0.104959302764312	-0.705744697740636	-0.806192170973217	-0.712313093631063	-1.0195386251818	-1.8734376341072	-3.44732764458421	1.56583916066475	1.00411018133481	-1.3467117709084	-1.06302624014756	0.734293437705944	1.72701873950034	-0.492345341938919	0.52330993253261	2.69108203011329	2.00065251119456	-1.96369600740165	-0.378668972963394	2.97119806246749	-0.400321598516359	0.486311666278171	1.06780394683866	3.48231198912455	3.21439593905547	2.09846450194425	0.0803002398080006	-0.909855953348985	-1.3820022686017	2.90046406497765	2.81020333686779	-3.22993842272682	-1.24976434810601	-3.18933291006219	-2.30973807497484	0.368865410015506	2.42733801786515	0.980653601027268	0.0772200598021524	-0.538377670601693	0.447608793787136	-2.35327260835787	0.490188704476368	-4.47645968779732	2.59220379674806	2.31968674958108	-1.6354104161463	-3.0043484371514	1.49138119541704	3.65672898833986	3.40441955470992	2.62096644618518	2.84787849319302	2.43420690570801	-0.294646907688839
"15-02-M2_tumor"	"SED_AL"	-2.43502948756315	-0.357532749901955	0.131364971412701	-2.7762600286308	-1.48535758240016	-3.27656962223615	-1.16106922419986	-1.34602984582939	-3.4666997048475	0.114912067431663	1.37370752323307	1.4090804947074	-2.92412458673454	-2.09226670508285	-1.07297372285714	0.480092550813032	0.227582810866652	0.684218114590843	-0.858909820801143	-1.12838233716753	-1.58040087910911	-1.92053478678257	-1.0042760517908	-0.0763563050193894	0.175255486712904	1.47108757493243	-1.90301011691742	-2.6695284156506	-1.20729557732397	-2.44330223434379	-1.79574905569718	-0.256760456876795	-1.40711197528419	-0.161979591858375	-2.8681206450261	2.18382348583941	-3.61535058356468	-3.30573935490096	0.857268245599543	-2.5904668904257	-3.11117148147827	0.575864487496508	-1.9622045845096	0.810218835050811	-1.52685548635877	1.48443069416293	2.43424521434173	1.11135392662537	1.48463167478212	-0.931981657005232	-2.22502436407291	-1.02616875271982	1.44207124311603	-2.31697065607294	4.30442398633398	2.83474954355379	-1.715610829885	-2.01627110352511	-2.74499831855113	-3.47191676130061	-2.56887917690217	-2.60037090236641	-0.176443583780661	2.03280396476045	-1.49518464734616	-2.83142158678133	-0.290605611181778	0.416331125123311	-0.076407315710877	-0.433957044972166	-1.4032061780571	-2.6909014306448	-0.494909247830455	2.09060731719122	1.00411018133481	-4.45538641742794	-2.11552870562042	2.32986170965301	1.04941520582378	-1.65224687522291	-0.550519731281487	2.32405674774632	2.23558569083744	-3.45439649760162	0.757111545237092	0.861570426371983	-0.338262456583697	-0.816830896558394	0.507440255572245	2.59945092499385	2.7027799624268	2.92712792225099	2.29500310967273	0.370403468121455	-1.2497019880582	2.70487853759444	3.48284907521753	-3.37565429689987	0.164881252784021	4.02006636190923	2.36305513354758	3.47049162582727	3.3182733003438	-1.85522768363661	-0.240222917524251	0.705192446908064	3.20275187160237	-2.35327260835787	3.11026458373014	-0.311413100891633	2.59220379674806	1.20407974445863	-0.331428830700967	-3.13958796250546	1.72080645374601	3.45230196000272	3.40441955470992	2.4406653938501	3.24871711517333	2.67853832794098	1.15448847338195
"15-02-M6_tumor"	"SED_AL"	-1.27674872829878	0.88411476602277	0.131364971412701	-2.38297293495261	-1.36935014636551	-1.5816216208856	-0.409750950647439	-1.64387088793745	-3.10333543400984	0.761203206910405	1.68511564626566	1.75249882532784	-2.08317587972781	-2.24820703188822	-0.473447257411639	0.480092550813032	0.10179512916307	0.684218114590843	-0.798745393685259	-0.408423552908924	-3.15058477649474	-1.92053478678257	-1.0042760517908	0.935834071569259	1.8822982769407	1.47108757493243	-2.24057919604929	-1.4617565413096	-1.135351781256	-2.24002404686817	-1.13827682850982	1.01462203252508	-5.80442361633434	1.77682125399781	-2.75578108270484	2.18382348583941	-1.69516287147137	-2.65493249848241	1.61202016467597	-3.04363064892467	-2.02074104415699	1.15698508925455	-1.59835971422978	1.86558368067758	-2.3057947765687	1.13018706322301	0.938517198216569	-0.604191275848809	0.391138701737305	-1.34339522719958	-1.41981291879822	-0.403115803617405	1.59030400763426	-2.06770637156935	4.30442398633398	1.65249543192446	-1.81534571976817	-1.81367607039744	-2.56190039214927	-3.23398896256129	-2.16597719775591	-2.13667700031186	-1.66687004940162	1.96499645441045	0.15775721037048	-3.48496754177893	-1.08009068086332	0.416331125123311	-0.806192170973217	-1.19603617741328	-1.20517528997211	-0.932528906228583	0.647268235938303	1.20052974072255	0.388219608080057	-1.3467117709084	-0.225919753155579	0.904796693311615	1.04941520582378	-0.773651904928888	1.57064324622667	2.46608955132879	2.16254502802252	-3.45439649760162	0.066200755912103	3.26019573318629	-0.1755529034294	-1.74555238252449	0.798765027370922	2.75861495094182	3.13060983752978	0.459889697881118	0.537245451450835	-0.631971207250329	-1.14982836528739	1.78586385043128	2.61064510558546	-4.08490720856909	-0.73135957504554	0.454762112259396	0.82106460008527	-0.548222713291045	2.65296547004306	0.774680405884012	0.32637028117516	-0.538377670601693	2.0307530176006	0.134625645300241	2.21840429284041	-1.60793865822371	2.53425701049969	0.730722204558347	0.521039373657937	-3.13958796250546	1.33501500684493	3.17397213095322	2.7894906542056	2.23719890444377	3.24871711517333	2.48983236283825	0.501815398965129
"15-02-M3_tumor"	"SED_AL"	-2.23464098900444	-0.017803604625291	0.131364971412701	-1.27708421704104	-1.88723306870852	-1.36227436981523	-0.550236692958414	-1.34602984582939	-2.11899720522112	0.896041632059606	1.68511564626566	0.399707427644041	-2.86094012926473	-2.24820703188822	-0.473447257411639	2.44702156512063	0.37766576347702	0.684218114590843	-0.200347158766175	-1.57331578687018	-1.82209981648047	-2.02562122098002	-0.403987962534012	0.126538307637069	-0.145846251540191	1.47108757493243	-0.910964933028755	-2.79947327890564	-2.35845757826544	-3.35736231808905	-1.46509131077791	0.864050228921335	-1.46919176013348	0.457875220666258	-2.34606929716308	2.02563125870163	-1.69516287147137	-4.67785512696328	1.21276701685471	-2.5904668904257	-3.36194913192386	1.15698508925455	-2.05959212687745	0.711525008764076	-1.68280824195286	1.13018706322301	2.92137974886684	1.11135392662537	0.98872500446856	-1.91655195249064	-2.45619550830248	-0.662277935092519	1.18705865276024	-1.8994331113952	4.30442398633398	1.89547393057897	-0.455816592338182	-3.2325267477868	-3.51091539636347	-2.76750404613957	-2.38486585471891	-2.81806176357117	0.947424983277649	-0.0615623225666787	-1.59057287135535	-3.01462346978215	-0.791088795582257	0.598845818567243	0.112433044496161	-1.00289080564866	-1.20517528997211	-2.40531374238218	1.12283893557776	1.99824538698155	0.503195186567717	-1.41652044903844	-1.57367660886501	1.90652000398613	-0.39627966084754	-1.26228499962814	2.33588394498633	2.8440250035753	2.97618477011828	-2.84473966683603	1.61920771341469	0.52624847072193	-0.0454234426926909	-4.79465325657882	0.988131539071977	3.84342463860299	2.08766135824269	-0.040816027083559	0.537245451450835	-2.6599206105423	-1.85540778891282	3.03948686862163	3.98878743318504	-3.46180227831577	0.76049542067863	-3.96886059763377	-0.900096063547571	-0.548222713291045	4.1079564343468	0.619767138205861	0.00958191335932606	1.34585330017671	3.70074343333628	-1.50252653905441	1.54012544606739	2.32443165148401	2.48539647282675	1.84006125129137	-0.524829866257656	1.44072815667436	1.62081432750231	3.38986197849611	3.1351975898233	2.62096644618518	2.91647909876571	2.22555554665252	-0.0464116965832563
"15-02-M20_tumor"	"EX_AL"	-2.8035774461103	-1.45983581733172	0.131364971412701	0.11465405724357	-2.71705683555146	-1.89362512242496	-0.820830244685684	-1.16903866336163	-3.4666997048475	0.896041632059606	1.68511564626566	1.13937144797217	-3.11499193542867	-1.70402273991241	-0.358681412109763	2.16781469143964	-0.151836076143239	0.684218114590843	-0.971436466674461	-2.45989480432698	-1.69897111235795	-2.32090099941363	-0.403987962534012	-0.203733282548944	-1.50375414393228	1.47108757493243	-1.23244594926714	-2.90470951407091	-1.68622386077235	-2.62338543388619	-1.88713385371872	-0.403234931261084	-2.70943750508414	0.297810787517427	-2.20115453403708	1.83350138113358	-2.05852331953228	-4.67785512696328	0.964055728611236	-2.10886272248079	-3.29069648374907	0.858541269581766	-1.59835971422978	-0.144452379867632	1.72635072430052	1.2776721702449	2.05790700660693	-0.695103761124473	0.817276778717261	-1.46325295259988	-2.12296615570405	-0.822640113762711	1.31765621034834	-1.8994331113952	4.46142751544022	2.9454502134835	-1.54138269403942	-3.30177667268769	-3.2746648835906	-3.75843491074272	-2.27272900182492	-2.45052078459634	1.04664855189909	2.65055111461851	-0.888661278339889	-2.76967647054743	-0.646151619745429	0.598845818567243	-0.178814855605517	-0.0207307602198451	-1.20517528997211	-1.78833015828393	1.73129083485295	1.82241068765551	1.00411018133481	-1.74732777107495	-0.785329864031315	2.79098472028909	0.817124580205376	-1.40963360175826	0.0409330285658958	2.46608955132879	2.32169505630509	-4.21619380561279	0.757111545237092	1.00356247832858	0.0241526509992594	-2.15217632840157	0.259757085346089	2.75861495094182	2.08766135824269	1.96214427919598	1.68995741271526	-2.05042634251104	-0.985003344454959	2.56192955572854	3.29481656726314	-2.52500128958732	0.00135614477389212	0.0586243174881326	0.955514663655941	1.61699131199803	3.25765748457297	-0.855655472179058	0.141667494451794	-1.65221570118217	3.06500659136411	0.715905898876277	2.8712710997791	1.62252525792464	2.59220379674806	1.43976175254059	-0.524829866257656	-2.40807614143668	1.8788962138373	3.38986197849611	3.26787777574839	2.62096644618518	3.14610738655227	2.37237825194578	1.06924948540107
"15-02-M4_tumor"	"SED_AL"	-0.486781059514271	0.440278201295888	0.131364971412701	-1.96703938782166	-0.691895724391562	-0.926795744544925	-0.267542234710991	0.275576858117075	-1.47280757443188	1.05131168223417	1.68511564626566	1.57659184665927	-1.14779448046857	-1.19178599679035	-0.473447257411639	-1.1196453392733	1.87040587967889	0.684218114590843	-0.277122399856979	-0.93868479258753	-0.938734672920572	-0.605989862704506	0.287401736109106	-0.409300477826644	0.0701015338287766	1.47108757493243	-1.10109909340303	-1.39927853841548	-1.79483526778624	-1.49331116591555	-1.95905231495266	0.131771908682453	-1.11957811041585	-0.452235146158674	-2.8681206450261	2.18382348583941	-1.79577129354627	-2.41246567962741	0.572222064811999	-1.36413766087896	-2.48413773093753	0.858541269581766	-0.60215299640587	0.304975449596627	-0.53364978418225	-2.39229132398963	2.75595261654624	1.68071395631768	2.48304102262925	-0.519190016177472	-2.59097874932463	-3.10342415667868	0.425553255556003	-1.70358601436731	-3.04728070237726	2.20337563515909	-0.948865154196248	-0.503903682176895	-0.751021035854264	-2.10798753641017	-2.38486585471891	-0.853911461418232	0.728033057265724	0.767390524973364	-2.443405305836	-1.9654997623246	-0.104959302764312	0.416331125123311	-1.22082263133785	-0.506026009884614	-0.22826718296054	-1.78833015828393	1.05025518976881	1.06516874254481	1.20112194486604	-2.91740868281059	0.279869264197785	1.90652000398613	1.25933973317782	-0.971251854421672	-2.12414515917433	2.39007163935958	2.00065251119456	-3.45439649760162	0.066200755912103	0.579696425507966	1.80103002069326	0.0956567538573668	1.30366004782595	2.47016922657458	2.91633723432713	3.45046882255408	1.68995741271526	-0.631971207250329	-1.70934062871139	2.90046406497765	2.0840322145141	-2.52500128958732	0.332735880250094	3.18911111501397	0.335249189316303	-0.0102678053028535	1.38913635188992	0.846101389277992	0.141667494451794	-3.34892097458619	-0.171637065861165	0.41312365978238	1.31519638790921	-4.64226387682934	2.53425701049969	-0.592186610378654	-2.26047237582091	-3.13958796250546	0.958428509272558	2.72255751262898	1.90564809021061	0.929869900805215	2.84787849319302	1.92722409446116	1.47072279554605
"15-02-M5_tumor"	"SED_AL"	-2.6950372832638	0.440278201295888	0.131364971412701	-0.758773057001702	-2.18013543948863	-1.23528364504005	-0.926610452559955	-1.08027591321573	-3.4666997048475	0.424485308579114	1.68511564626566	1.13937144797217	-3.04604495319149	-2.09226670508285	-0.744111485619102	0.983649268450187	0.488137948235092	0.684218114590843	-0.971436466674461	-1.19848676760511	-1.35966600205155	-1.92053478678257	-0.0302489793954113	0.0269718540802115	0.281401270653177	1.47108757493243	-1.5560925611927	-3.01331113918477	-2.35845757826544	-2.24002404686817	-1.88713385371872	0.0191627117457481	-1.80559480300041	-0.0323124209668323	-2.98249975451795	2.02563125870163	-2.46915686207018	-2.14357777675725	1.09081954557756	-2.51240301435311	-3.88142503818283	0.858541269581766	-2.34582860550391	0.909738810224778	-0.333215622363108	1.2776721702449	2.43424521434173	1.19007602040737	1.22375795934732	-1.62608671352018	-2.22502436407291	-1.38568367145648	1.74025031188452	-1.8994331113952	4.30442398633398	2.83474954355379	-1.59918704207261	-2.82049815321074	-2.88651515823365	-4.30955586835701	-2.71090151517268	-2.7213938935152	-0.998423257458413	1.96499645441045	-2.0205393014974	-2.07651224281857	0.0658639338956512	0.598845818567243	0.112433044496161	0.978501482513847	-1.20517528997211	-1.26348267089592	2.41049381136263	2.37955186678926	-6.44635780466742	-3.9870592264194	-1.06302624014756	3.47821958688297	0.732777802519974	-1.40963360175826	-1.45406970884847	2.8440250035753	2.51943372545023	-3.45439649760162	-1.16803017914071	1.47496246227253	-0.572497410206896	-2.15217632840157	0.183127440570401	2.36328914344772	2.91633723432713	2.44900147314092	2.203870900416	-0.340089038676072	-1.06339043547572	2.90046406497765	3.48284907521753	-3.75058876067238	0.401256099351881	2.65952511216719	2.9500358498376	2.03504268952743	3.63598319689935	-1.00390779641994	0.60424653924442	0.799593139887591	3.77034783381381	-2.35327260835787	3.04122291326563	1.91636683453641	2.81959445581132	1.34565895100182	0.141405384732508	-3.13958796250546	1.62081432750231	3.57749074053726	3.40441955470992	2.4406653938501	3.19851335543715	2.85155518315769	1.06924948540107
"15-02-M19_tumor"	"EX_AL"	1.2200092574379	-1.13500390680726	-2.49652165738485	3.22597888230863	3.06022549582731	3.92913350368494	-2.27015422678849	0.976277646160743	2.4582547467492	-1.36539598428664	0.269656320597752	0.866036398138105	3.29004566168038	2.27432633569409	-3.21005778241504	0.145996263565515	-2.61990623154569	-2.39142767248992	1.83823926293499	0.442475866191397	3.11044329320492	3.4761638981521	0.691713721443723	-1.55155522241231	0.175255486712904	0.474590047013546	-2.08421732835265	3.26545306206475	2.33219813746114	-0.572230480009014	-2.81694413230545	-0.683449746466054	-2.09483243258001	-0.635513939179989	-0.903943992092271	-0.617814886346833	3.85722057678393	2.41576206876916	-0.471759117488454	-0.512548945411544	1.49558028704317	-2.89979110211827	2.95712810420984	1.41950845202929	-1.22545168833381	-3.27759684072352	-0.071064439705228	3.0227208235938	-1.2050360342286	1.36025167411262	-0.866667240769567	-0.229495854143677	0.57509155244938	-2.06770637156935	-0.197614204390007	-0.519515795660048	-2.47060758752276	3.03013144548321	2.74519381112406	-0.140998956354026	-2.32775790875103	1.39253836280003	1.04664855189909	-0.124337565785918	-1.83081124510898	0.0360978107761681	0.959362354520478	0.416331125123311	-3.28673838112627	1.32401807016714	-3.82847466903278	-0.389465896229103	0.490550754403372	0.0678473262371773	-0.282494687590396	-1.92012004220509	-3.83662781205005	-1.8031686522108	0.224626047461204	-3.33213268447524	0.319062330919702	0.660308164664948	0.0734280400784783	2.19858703633848	-0.0921014418790489	-0.141656096967344	-4.40536210827763	0.049062542915218	-0.464172405293233	-0.792116060986336	-0.391782456884655	0.907238278313345	-1.97874931667431	1.22695780671016	3.45990081654157	-0.315646736787416	0.365506145700762	0.534111227138971	1.27305388924825	0.191182585497822	-0.844990207220848	0.726546513492768	-0.684597260886284	0.259449647413335	-1.00244258130007	1.11455630672979	-0.121550376663224	1.19622311816977	-0.750168835503772	0.91971808238547	-0.667860672126263	-0.326765807100663	1.12327001458206	1.39708752551124	2.43090042427319	-0.927145271403512	-0.45165577996549	2.0923308800313	-1.13074612894154	-2.02105536107832	0.580183890054754
"15-02-M1_tumor"	"SED_AL"	1.98540838384514	-1.96435926743617	-2.49652165738485	3.11714529813892	3.06022549582731	4.37213069125949	-3.30084424313787	0.638370143112682	3.64792998138015	-2.34478247819495	0.382984382898763	0.624923548609998	3.10956113823623	2.27432633569409	-5.56517602207215	0.295767431108488	-0.604081793086148	-6.99904424282391	2.27238498580889	1.14625929389385	3.11044329320492	3.4761638981521	-0.0302489793954113	-2.12587482314561	-1.50375414393228	-0.584785819384259	-0.367419689243653	3.19044777326839	1.22227211499638	-0.572230480009014	-4.82549540023072	-4.82681417267984	1.76545344301124	-1.09885394183303	0.263414142952093	-3.55237510328663	3.58852653277759	3.44295434957015	-4.66178890634262	0.0440528907055052	0.961322469225729	-3.41679471022989	2.47254511256254	3.50081339016966	1.72635072430052	-3.13492679240132	0.663738662256731	4.5911500330378	-4.34286031867622	1.03067682711287	-0.536674838782929	-0.556941545874214	0.917709092192296	-1.7991587893665	-0.369809230248047	0.810852378787016	-0.685038771326106	2.94453716970209	3.57612584678724	1.02253210256966	-1.90052429704011	1.59678566080633	2.03687954121809	-2.75347652360292	-1.10436706025071	-0.577912195367295	1.95745642318439	0.598845818567243	-5.72984150122102	4.81418947203741	-8.09232666638703	-2.15580716978735	1.12283893557776	1.48871060189434	0.388219608080057	-1.80527042498852	-1.96145558712784	-0.214688239550855	1.97489996837152	-4.39855930698857	0.454819322301438	-1.26816358788909	-1.18642352823742	2.96447459058424	1.69103750251043	-0.0328377115020279	-4.28517606072468	3.30117130042126	-0.334522828816654	-0.69742646196115	0.0124687258676504	1.85204839567869	-1.85049957460789	-0.702213405178693	3.93232728523964	-0.212769832560276	0.57153451956492	1.72108327928607	0.844963968903128	0.29328986095307	-0.732844151992443	0.86087302140714	-0.598813668482575	0.376951838025665	-0.84977537888662	1.26829218268639	-0.0196188400276831	1.31847866027954	-0.649061383761483	1.03422297699968	-0.573235533567408	-0.197211929108667	1.27655628149873	1.49048436722404	0.649280907136187	-0.847727619264025	-0.361165791856092	0.198672515141342	-1.04691053243938	-1.93004828662174	0.739671786909045
